provider_code,provider_name,provider_postcode,site_code,site_name,site_postcode,establishment_ukprn,establishment_urn,establishment_name,establishment_postcode
19H,BTSA - Brent Teaching School Alliance,HA0 3SF,B,Byron Court Primary School,HA0 3SF,10079717,101497,Byron Court Primary School,HA0 3SF
19H,BTSA - Brent Teaching School Alliance,HA0 3SF,M,Mount Stewart Junior School,HA3 0JX,10075057,101500,Mount Stewart Junior School,HA3 0JX
19H,BTSA - Brent Teaching School Alliance,HA0 3SF,O,Oliver Goldsmith Primary School,NW9 0BD,10072885,101528,Oliver Goldsmith Primary School,NW9 0BD
19H,BTSA - Brent Teaching School Alliance,HA0 3SF,S,Sudbury Primary School,HA0 3EY,10038640,138608,Sudbury Primary School,HA0 3EY
1Y8,Wolds Teaching School Alliance,HU14 3HS,S,South Hunsley School and SIxth Form College,HU14 3HS,10033432,136667,South Hunsley School and Sixth Form College,HU14 3HS
1Y8,Wolds Teaching School Alliance,HU14 3HS,D,Swanland Primary School,HU14 3NE,10034552,137151,Swanland Primary School,HU14 3NE
1Y8,Wolds Teaching School Alliance,HU14 3HS,N,The Snaith School,DN14 9LB,10045941,140866,The Snaith School,DN14 9LB
1AX,CTC Kingshurst Academy,B37 6NZ,W,Windy Arbor Primary School,B37 6RN,10073168,104071,Windy Arbor Primary School,B37 6RN
1KD,Hillview School For Girls,TN9 2HE,G,Herne Bay High School,CT6 7NS,10032981,136465,Herne Bay High School,CT6 7NS
1KD,Hillview School For Girls,TN9 2HE,A,Hillview School for Girls,TN9 2HE,10034679,137104,Hillview School for Girls,TN9 2HE
1KD,Hillview School For Girls,TN9 2HE,K,Kings Hill School,ME19 4LS,10075570,130952,Kings Hill School,ME19 4LS
1KD,Hillview School For Girls,TN9 2HE,3,The Ebbsfleet Academy,DA10 0BZ,10038343,137581,The Ebbsfleet Academy,DA10 0BZ
1KD,Hillview School For Girls,TN9 2HE,1,The Skinners' School,TN4 9PG,10044808,140595,The Skinners' School,TN4 9PG
1KD,Hillview School For Girls,TN9 2HE,W,Weald Community Primary School,TN14 6PY,10069519,118283,Weald Community Primary School,TN14 6PY
1KD,Hillview School For Girls,TN9 2HE,R,Wrotham School,TN15 7RD,10035479,139542,Wrotham School,TN15 7RD
1GG,Buckinghamshire Teaching School Partnership,HP21 9ET,G,Aylesbury Grammar School,HP21 7RP,10033392,136884,Aylesbury Grammar School,HP21 7RP
1GG,Buckinghamshire Teaching School Partnership,HP21 9ET,H,Aylesbury High School,HP21 7SX,10033697,136846,Aylesbury High School,HP21 7SX
1GG,Buckinghamshire Teaching School Partnership,HP21 9ET,W,Bearbrook Combined School,HP19 7QP,10083643,147242,Bearbrook Combined School,HP19 7QP
1GG,Buckinghamshire Teaching School Partnership,HP21 9ET,D,Bedgrove Infant School,HP21 9DJ,10078291,110282,Bedgrove Infant School,HP21 9DJ
1GG,Buckinghamshire Teaching School Partnership,HP21 9ET,E,Elmhurst School,HP20 2DB,10083338,147156,Elmhurst School,HP20 2DB
1GG,Buckinghamshire Teaching School Partnership,HP21 9ET,J,John Colet School,HP22 6HF,10034617,137261,John Colet School,HP22 6HF
1GG,Buckinghamshire Teaching School Partnership,HP21 9ET,U,Long Crendon School,HP18 9BZ,10077893,110338,Long Crendon School,HP18 9BZ
1GG,Buckinghamshire Teaching School Partnership,HP21 9ET,O,Oak Green School,HP21 8LJ,10074552,110206,Oak Green School,HP21 8LJ
1GG,Buckinghamshire Teaching School Partnership,HP21 9ET,Z,Sir William Ramsay School,HP15 7UB,10034746,137256,Sir William Ramsay School,HP15 7UB
1GG,Buckinghamshire Teaching School Partnership,HP21 9ET,P,Spinfield School,SL7 2RE,10077894,110336,Spinfield School,SL7 2RE
1GG,Buckinghamshire Teaching School Partnership,HP21 9ET,T,The Grange School,HP21 7NH,10006672,110488,The Grange School,HP21 7NH
23J,Epinay Teaching School Partnership,NE32 5UP,H,Hebburn Comprehensive School,NE31 2QU,10015901,108731,Hebburn Comprehensive School,NE31 2QU
23J,Epinay Teaching School Partnership,NE32 5UP,M,Highfield Middle School,NE42 6EY,10084162,146871,Highfield Middle School,NE42 6EY
23J,Epinay Teaching School Partnership,NE32 5UP,T,Trinity Catholic College,TS4 3JW,10054172,142382,Trinity Catholic College,TS4 3JW
1EO,Horton Grange Primary School,BD7 2EU,C,Copthorne Primary School,BD7 3AY,10057431,143096,Copthorne Primary School,BD7 3AY
1EO,Horton Grange Primary School,BD7 2EU,H,Crossley Hall Primary School,BD8 0HJ,10081946,146581,Crossley Hall Primary School,BD8 0HJ
1EO,Horton Grange Primary School,BD7 2EU,F,Farnham Primary School,BD7 3HU,10065487,144862,Farnham Primary School,BD7 3HU
1EO,Horton Grange Primary School,BD7 2EU,L,Lidget Green Primary School,BD7 2QN,10073043,107212,Lidget Green Primary School,BD7 2QN
28F,The Duston Education Trust,NN5 6XA,G,Blisworth Community Primary School,NN7 3DD,10074830,121794,Blisworth Community Primary School,NN7 3DD
28F,The Duston Education Trust,NN5 6XA,J,Charles Warren Academy,MK6 3AZ,10038392,138440,Charles Warren Academy,MK6 3AZ
28F,The Duston Education Trust,NN5 6XA,K,Earl Spencer Primary School,NN5 7DE,10074803,121912,Earl Spencer Primary School,NN5 7DE
28F,The Duston Education Trust,NN5 6XA,I,Preston Hedges Primary School,NN4 6BU,10039632,139039,Preston Hedges Primary School,NN4 6BU
28F,The Duston Education Trust,NN5 6XA,N,Sir Herbert Leon Academy,MK2 3HQ,10038395,138439,Sir Herbert Leon Academy,MK2 3HQ
28F,The Duston Education Trust,NN5 6XA,O,The Good Shepherd Catholic Primary School,NN2 7BH,10056126,142742,The Good Shepherd Catholic Primary School,NN2 7BH
28F,The Duston Education Trust,NN5 6XA,B,Thomas Becket Catholic School,NN3 6HT,10056068,142747,Thomas Becket Catholic School,NN3 6HT
2AB,Inspiration Trust Norwich,NR2 1NR,4,Cromer Academy,NR27 0EX,10035057,137431,Cromer Academy,NR27 0EX
2AB,Inspiration Trust Norwich,NR2 1NR,3,East Point Academy,NR33 0UQ,10034986,137134,East Point Academy,NR33 0UQ
2AB,Inspiration Trust Norwich,NR2 1NR,6,Great Yarmouth Primary Academy,NR30 3DT,10038864,138793,Great Yarmouth Primary Academy,NR30 3DT
2AB,Inspiration Trust Norwich,NR2 1NR,8,Norwich Primary Academy,NR5 8ED,10042707,139929,Norwich Primary Academy,NR5 8ED
2AB,Inspiration Trust Norwich,NR2 1NR,5,Stradbroke Primary Academy,NR31 6LZ,10047484,141358,Stradbroke Primary Academy,NR31 6LZ
18B,The John Henry Newman Catholic School,SG2 0HS,B,Barnwell School,SG2 9SW,10000540,117518,Barnwell School,SG2 9SW
18B,The John Henry Newman Catholic School,SG2 0HS,M,Marriotts School,SG2 8UT,10004221,117534,Marriotts School,SG2 8UT
18F,The City of Leicester College,LE5 6LN,2,Crown Hills Community College,LE5 5FT,10007919,120277,Crown Hills Community College,LE5 5FT
18F,The City of Leicester College,LE5 6LN,4,Moat Community College,LE2 0TU,10016490,120292,Moat Community College,LE2 0TU
18F,The City of Leicester College,LE5 6LN,5,Welland Park Academy,LE16 9DR,10034803,137170,Welland Park Academy,LE16 9DR
13Q,Twynham Learning (School Direct),BH17 8AP,C,Bournemouth School,BH8 9PY,10035132,137452,Bournemouth School,BH8 9PY
13Q,Twynham Learning (School Direct),BH17 8AP,D,Bournemouth School For Girls,BH8 9UJ,10034588,136996,Bournemouth School for Girls,BH8 9UJ
13Q,Twynham Learning (School Direct),BH17 8AP,8,Christchurch Junior School,BH23 2AA,10066618,145428,Christchurch Junior School,BH23 2AA
13Q,Twynham Learning (School Direct),BH17 8AP,F,Ferndown Upper School,BH22 9EY,10002443,113854,Ferndown Upper School,BH22 9EY
13Q,Twynham Learning (School Direct),BH17 8AP,G,Highcliffe School,BH23 4QD,10033769,136763,Highcliffe School,BH23 4QD
13Q,Twynham Learning (School Direct),BH17 8AP,J,Lytchett Minster School,BH16 6JD,10004135,113863,Lytchett Minster School,BH16 6JD
13Q,Twynham Learning (School Direct),BH17 8AP,L,Ringwood School Academy,BH24 1SE,10033374,136657,Ringwood School Academy,BH24 1SE
13Q,Twynham Learning (School Direct),BH17 8AP,Z,Stourfield Infant School,BH6 5JS,10038716,138815,Stourfield Infant School,BH6 5JS
13Q,Twynham Learning (School Direct),BH17 8AP,9,Stourfield Junior School,BH6 5JG,10063696,144047,Stourfield Junior School,BH6 5JG
13Q,Twynham Learning (School Direct),BH17 8AP,A,The Arnewood School,BH25 6RS,10033369,136652,The Arnewood School,BH25 6RS
13Q,Twynham Learning (School Direct),BH17 8AP,N,The Blandford School,DT11 7SQ,10006602,113888,The Blandford School,DT11 7SQ
13Q,Twynham Learning (School Direct),BH17 8AP,P,The Grange School,BH23 3AU,10047507,141378,The Grange School,BH23 3AU
13Q,Twynham Learning (School Direct),BH17 8AP,Q,Twynham Primary School,BH23 2NH,10056993,142671,Twynham Primary School,BH23 2NH
1KX,The Angmering School,BN13 1JX,X,Chesswood Junior School,BN11 2AA,10075073,125961,Chesswood Junior School,BN11 2AA
1KX,The Angmering School,BN13 1JX,D,Durrington High School,BN13 1JX,10045651,140713,Durrington High School,BN13 1JX
1KX,The Angmering School,BN13 1JX,E,East Preston Infant School,BN16 1EZ,10071973,125919,East Preston Infant School,BN16 1EZ
1KX,The Angmering School,BN13 1JX,J,East Preston Junior School,BN16 1EZ,10063830,144244,East Preston Junior School,BN16 1EZ
1KX,The Angmering School,BN13 1JX,G,Georgian Gardens Community Primary School,BN16 3JJ,10079764,125959,Georgian Gardens Community Primary School,BN16 3JJ
1KX,The Angmering School,BN13 1JX,H,Holmbush Primary Academy,BN43 6TN,10049292,141906,Holmbush Primary Academy,BN43 6TN
1KX,The Angmering School,BN13 1JX,O,Oak Grove College,BN13 1JX,10016755,126161,Oak Grove College,BN13 1JX
1KX,The Angmering School,BN13 1JX,R,River Beach Primary School,BN17 6EW,10043009,140089,River Beach Primary School,BN17 6EW
1KX,The Angmering School,BN13 1JX,S,Shoreham Academy,BN43 6YT,10028147,135962,Shoreham Academy,BN43 6YT
1KX,The Angmering School,BN13 1JX,A,The Angmering School,BN16 4HH,10006579,126081,The Angmering School,BN16 4HH
1KX,The Angmering School,BN13 1JX,I,The Littlehampton Academy,BN17 6FE,10027238,135745,The Littlehampton Academy,BN17 6FE
1KX,The Angmering School,BN13 1JX,Q,Thomas A Becket Junior School,BN14 7PR,10075074,125955,Thomas A Becket Junior School,BN14 7PR
1HF,Cheadle Hulme High School,SK8 7JY,C,Cheadle Hulme High School,SK8 7JY,10036411,137843,Cheadle Hulme High School,SK8 7JY
1ZF,Rushcliffe School,NG2 7BW,1,Rushcliffe School,NG2 7BW,10037867,138482,Rushcliffe School,NG2 7BW
1MC,St Bede's Catholic College,BS11 0SU,B,St Bede's Catholic College,BS11 0SU,10035687,137627,St Bede's Catholic College,BS11 0SU
1H9,The Chalfonts Community College,SL9 8TP,B,The Beaconsfield School,HP9 1SJ,10039831,139367,The Beaconsfield School,HP9 1SJ
1KW,Springfield Community Primary School,N16 6DH,M,Morningside Primary School,E9 6LL,10073849,100232,Morningside Primary School,E9 6LL
1KW,Springfield Community Primary School,N16 6DH,J,St John and St James CofE Primary School,E9 6DX,10069457,132137,St John and St James CofE Primary School,E9 6DX
1LH,Pegasus Primary School Blackbird Academy Trust,OX4 6RQ,O,Orchard Meadow Primary School,OX4 6BG,10081068,146380,Orchard Meadow Primary School,OX4 6BG
1LH,Pegasus Primary School Blackbird Academy Trust,OX4 6RQ,W,Windale Primary School,OX4 6JD,10081069,146381,Windale Primary School,OX4 6JD
1F5,Brookhill Leys Primary And Nursery School,NG16 3HB,N,Westwood Infant and Nursery School,NG16 5JA,10072799,122581,Westwood Infant and Nursery School,NG16 5JA
23L,Tendring Teaching School Alliance,CO13 0AZ,E,Market Field School,CO7 7ET,10061938,143589,Market Field School,CO7 7ET
23L,Tendring Teaching School Alliance,CO13 0AZ,G,Wix and Wrabness Primary School,CO11 2RS,10072109,114739,Wix and Wrabness Primary School,CO11 2RS
25H,Pioneers Partnership SCITT,M24 2GT,V,Broadfield Community Primary School,OL16 1QT,10071771,134220,Broadfield Community Primary School,OL16 1QT
25H,Pioneers Partnership SCITT,M24 2GT,D,Copley Academy,SK15 3RR,10040297,139294,Copley Academy,SK15 3RR
25H,Pioneers Partnership SCITT,M24 2GT,U,Shawclough Community Primary School,OL12 6DE,10078434,105766,Shawclough Community Primary School,OL12 6DE
25H,Pioneers Partnership SCITT,M24 2GT,W,Wardle Academy,OL12 9RD,10043068,140055,Wardle Academy,OL12 9RD
1XP,The Raleigh School,KT24 6LX,C,Eastwick Infant School,KT23 3PP,10057114,142998,Eastwick Infant School,KT23 3PP
1XP,The Raleigh School,KT24 6LX,D,Polesden Lacey Infant School,KT23 4PT,10072761,125052,Polesden Lacey Infant School,KT23 4PT
1XP,The Raleigh School,KT24 6LX,E,The Dawnay School,KT23 4JJ,10071074,130397,The Dawnay School,KT23 4JJ
1ZE,SUPA Southampton,SO16 9RJ,3,Corfe Hills School,BH18 9BG,10033260,136574,Corfe Hills School,BH18 9BG
1ZE,SUPA Southampton,SO16 9RJ,4,Hounsdown School,SO40 9FT,10034634,137229,Hounsdown School,SO40 9FT
1ZE,SUPA Southampton,SO16 9RJ,5,Noadswood School,SO45 4ZF,10034847,137125,Noadswood School,SO45 4ZF
1ZE,SUPA Southampton,SO16 9RJ,9,Perins School,SO24 9BS,10034823,137128,Perins School,SO24 9BS
1ZE,SUPA Southampton,SO16 9RJ,6,The Romsey School,SO51 8ZB,10034767,137239,The Romsey School,SO51 8ZB
1ZE,SUPA Southampton,SO16 9RJ,8,University of Southampton,SO17 1BJ,10007158,133879,University of Southampton,SO17 1BJ
1ZE,SUPA Southampton,SO16 9RJ,7,Wyvern College,SO50 7AN,10037439,138184,Wyvern College,SO50 7AN
1Y4,Northgate International Teaching School Alliance,HA8 0AD,3,Claremont Primary School,NW2 1AB,10055706,142636,Claremont Primary School,NW2 1AB
1Y4,Northgate International Teaching School Alliance,HA8 0AD,J,Deansbrook Junior School,NW7 3ED,10040991,139489,Deansbrook Junior School,NW7 3ED
1Y4,Northgate International Teaching School Alliance,HA8 0AD,7,Hollickwood Primary School,N10 2NL,10069594,101285,Hollickwood Primary School,N10 2NL
1Y4,Northgate International Teaching School Alliance,HA8 0AD,8,Independent Jewish Day School,NW4 2AH,10034555,137303,Independent Jewish Day School,NW4 2AH
1Y4,Northgate International Teaching School Alliance,HA8 0AD,9,London Academy,HA8 8DE,10016231,134798,London Academy,HA8 8DE
1Y4,Northgate International Teaching School Alliance,HA8 0AD,A,Martin Primary School,N2 9JP,10070322,135226,Martin Primary School,N2 9JP
1Y4,Northgate International Teaching School Alliance,HA8 0AD,B,Mill Hill County High School,NW7 4LL,10034554,137386,Mill Hill County High School,NW7 4LL
1Y4,Northgate International Teaching School Alliance,HA8 0AD,1,Northgate School,HA8 0AD,10016849,133749,Northgate School,HA8 0AD
1Y4,Northgate International Teaching School Alliance,HA8 0AD,L,Queen Elizabeth's Girls' School,EN5 5RR,10034587,137131,Queen Elizabeth's Girls' School,EN5 5RR
1Y4,Northgate International Teaching School Alliance,HA8 0AD,N,Sunnyfields Primary School,NW4 4JH,10075866,101311,Sunnyfields Primary School,NW4 4JH
1Y4,Northgate International Teaching School Alliance,HA8 0AD,F,Woodhouse College,N12 9EY,10087582,148421,Woodhouse College,N12 9EY
226,Birmingham Primary Training Partnership,B19 1RA,9,Acocks Green Primary School,B27 7UQ,10040968,139443,Acocks Green Primary School,B27 7UQ
226,Birmingham Primary Training Partnership,B19 1RA,3,Audley Primary School,B33 9HY,10061387,143437,Audley Primary School,B33 9HY
226,Birmingham Primary Training Partnership,B19 1RA,1,Erdington Hall Primary School,B24 8JJ,10037331,138194,Erdington Hall Primary School,B24 8JJ
226,Birmingham Primary Training Partnership,B19 1RA,4,Leigh Primary School,B8 2YH,10044492,140502,Leigh Primary School,B8 2YH
226,Birmingham Primary Training Partnership,B19 1RA,7,Lyndon Green Infant School,B26 1LZ,10080407,103229,Lyndon Green Infant School,B26 1LZ
226,Birmingham Primary Training Partnership,B19 1RA,5,The Oaklands Primary School,B27 7BT,10039981,139183,The Oaklands Primary School,B27 7BT
226,Birmingham Primary Training Partnership,B19 1RA,6,Woodcock Hill Primary School,B31 1BS,10076397,103372,Woodcock Hill Primary School,B31 1BS
226,Birmingham Primary Training Partnership,B19 1RA,2,Yardley Primary School,B26 1TD,10074156,133996,Yardley Primary School,B26 1TD
226,Birmingham Primary Training Partnership,B19 1RA,8,Yarnfield Primary School,B11 3PJ,10040748,139378,Yarnfield Primary School,B11 3PJ
27C,Pathways Partnership,LS12 5LA,-,Cobden Primary School,LS12 5LA,10072252,107963,Cobden Primary School,LS12 5LA
1Q1,"Pinnacle, South Craven",BD20 7RL,S,South Craven School,BD20 7RL,10033595,136736,South Craven School,BD20 7RL
141,Droitwich Spa High School and Sixth Form Centre,WR9 0AA,S,Pershore High School,WR10 2BX,10034169,136925,Pershore High School,WR10 2BX
141,Droitwich Spa High School and Sixth Form Centre,WR9 0AA,P,Prince Henry's High school,WR11 4QH,10032987,136469,Prince Henry's High School,WR11 4QH
12X,Howe Dell Primary School,AL10 9AH,G,Green Lanes Primary School,AL10 9JY,10069561,117105,Green Lanes Primary School,AL10 9JY
12X,Howe Dell Primary School,AL10 9AH,H,Hertingfordbury Cowper Primary School,SG14 2LR,10070360,117563,Hertingfordbury Cowper Primary School,SG14 2LR
12X,Howe Dell Primary School,AL10 9AH,O,Oaklands Primary School,AL6 0PX,10069552,117261,Oaklands Primary School,AL6 0PX
12X,Howe Dell Primary School,AL10 9AH,R,Roselands Primary School,EN11 9AR,10057971,143409,Roselands Primary School,EN11 9AR
1CF,SCLA Primary,CR2 0EQ,O,Purley Oaks Primary School,CR2 0PR,10071269,101733,Purley Oaks Primary School,CR2 0PR
1PY,Thrussington Church Of England Primary School,LE7 4TH,G,Gaddesby Primary School,LE7 4WF,10038987,138807,Gaddesby Primary School,LE7 4WF
1V2,Abraham Moss High School,M8 5UF,A,Abraham Moss Community School,M8 5UF,10014987,105560,Abraham Moss Community School,M8 5UF
1V2,Abraham Moss High School,M8 5UF,B,Bridgewater High School,WA4 3AE,10048090,141598,Bridgewater High School,WA4 3AE
1V2,Abraham Moss High School,M8 5UF,D,Crumpsall Lane Primary School,M8 5SR,10070078,105486,Crumpsall Lane Primary School,M8 5SR
2M2,Westfield Junior School,PE27 5RG,T,Westfield Junior School,PE27 5RG,10079829,110698,Westfield Junior School,PE27 5RG
1BF,Christleton High School,CH3 7AD,B,Bishop Heber High School,SY14 8JD,10000726,111424,Bishop Heber High School,SY14 8JD
1BF,Christleton High School,CH3 7AD,N,Neston High School,CH64 9NH,10037585,138318,Neston High School,CH64 9NH
1K4,The Cavendish School,BN21 1UE,H,Hailsham Community College,BN27 1DT,10037875,138472,Hailsham Community College,BN27 1DT
1K4,The Cavendish School,BN21 1UE,P,Parkland Junior School,BN22 9QJ,10064802,144660,Parkland Junior School,BN22 9QJ
1K4,The Cavendish School,BN21 1UE,S,Seaford Primary School,BN25 2JF,10072135,114419,Seaford Primary School,BN25 2JF
1P4,Kingsbury High School,NW9 9JR,K,Kingsbury High School,NW9 9JR,10035801,137685,Kingsbury High School,NW9 9JR
1HO,Wyndham Primary School,NE3 4QP,C,Cheviot Primary School,NE5 4EB,10057831,143271,Cheviot Primary School,NE5 4EB
1HO,Wyndham Primary School,NE3 4QP,F,Farne Primary School,NE5 4AP,10057818,143272,Farne Primary School,NE5 4AP
1HO,Wyndham Primary School,NE3 4QP,K,Kenton School,NE3 3RU,10037231,138120,Kenton School,NE3 3RU
1HO,Wyndham Primary School,NE3 4QP,M,Mountfield Primary School,NE3 3AT,10057851,143269,Mountfield Primary School,NE3 3AT
1HO,Wyndham Primary School,NE3 4QP,S,Stocksfield Avenue Primary School,NE5 2DQ,10057865,143266,Stocksfield Avenue Primary School,NE5 2DQ
1HO,Wyndham Primary School,NE3 4QP,T,Tyneview Primary School,NE6 3QP,10063500,144272,Tyneview Primary School,NE6 3QP
1HO,Wyndham Primary School,NE3 4QP,G,Walkergate Community School,NE6 4SD,10063501,144273,Walkergate Community School,NE6 4SD
1HO,Wyndham Primary School,NE3 4QP,N,West Walker Primary School,NE6 3XW,10063498,144269,West Walker Primary School,NE6 3XW
1HO,Wyndham Primary School,NE3 4QP,W,Wyndham Primary School,NE3 4QP,10057814,143273,Wyndham Primary School,NE3 4QP
1ZP,Leeds East Primary Partnership,LS14 2BL,B,Beechwood Primary School,LS14 6QB,10073024,107920,Beechwood Primary School,LS14 6QB
1ZP,Leeds East Primary Partnership,LS14 2BL,G,Grange Farm Primary School,LS14 1AX,10073023,107923,Grange Farm Primary School,LS14 1AX
177,Graveney School,SW17 9BU,F,Furzedown Primary School,SW17 9TJ,10072908,101009,Furzedown Primary School,SW17 9TJ
1JY,The Midland Academies Trust,CV11 6UB,1,Hartshill School,CV10 0NA,10038656,138644,Hartshill School,CV10 0NA
1JY,The Midland Academies Trust,CV11 6UB,5,Heath Lane Academy,LE9 7PD,10037605,138327,Heath Lane Academy,LE9 7PD
1JY,The Midland Academies Trust,CV11 6UB,3,The George Eliot School,CV11 4QP,10043657,137079,The George Eliot School,CV11 4QP
1JY,The Midland Academies Trust,CV11 6UB,2,The Nuneaton Academy,CV10 7PD,10030690,136158,The Nuneaton Academy,CV10 7PD
18Q,Encompass Learning Alliance (Berkshire),SL5 9HG,C,Charters School,SL5 9QY,10039022,138823,Charters School,SL5 9QY
